Text_arabic,Text_english,Label
"
كان NASB مدهشًا للعمل معه! كانت عملية الموافقة المسبقة سهلة وغنية بالمعلومات. لقد اخترنا منزلنا وأغلقنا في غضون 30 يومًا من تاريخ اتفاقنا! شكرا NASB لجعل أول شراء منزل لدينا تجربة مدهشة!
        ","
NASB was amazing to work with! The pre-approval process was easy and informational. We chose our home and closed within 30 days of our agreement date! Thanks NASB for making our first home purchase an amazing experience!
        ",Compliment
"

كان جون باريت من الأصول الرائعة لزوجي وأنا. لقد جعل عملية قرض الرهن العقاري بسيطة للغاية وسريعة! كان جون مطلعاً ومفيداً وصبوراً ودقيقاً. نقترح على أي شخص يتسوق للحصول على قرض عقاري للاتصال بجون.

        ","

Jon Barrett was a great asset to my husband and I. He made our mortgage loan process extremely simple and quick! Jon was knowledgeable, helpful, patient and accurate. We would suggest anyone shopping for a mortgage loan to give Jon a call.

        ",Compliment
"
كان جون باريت من الأصول الرائعة لزوجي وأنا. لقد جعل عملية قرض الرهن العقاري بسيطة للغاية وسريعة! كان جون مطلعاً ومفيداً وصبوراً ودقيقاً. سنمرر اسم جون إلى أي شخص يبحث عن قرض عقاري!
        ","
Jon Barrett was a great asset to my husband and I. He made our mortgage loan process extremely simple and quick! Jon was knowledgeable, helpful, patient and accurate. We will be passing Jon's name along to anyone looking for a mortgage loan!
        ",Compliment
"
لا يمكنني التعبير عن مدى روعتنا الفائقة في تجربتنا في العمل مع Bryant Small في NASB. كعائلة عسكرية ، قمنا بشراء أو إعادة تمويل العديد من المنازل وكانت هذه أفضل تجربة عشناها على الإطلاق. يجعل براينت الأمر سهلاً واستغرق بعض الوقت لمناقشة أفضل الخيارات بالنسبة لنا. لم أقابل براينت أبدًا ، ولكن لا يمكنك أن تخطئ في المصداقية وعلمنا على الفور أنه و NASB كانوا من نحن ذاهبون .... اقرأ المزيد
        ","
I can't express how incredibly awesome our experience was with working with Bryant Small at NASB. As a military family, we have purchased or refinanced many homes and this was by far the BEST experience we have ever had. Bryant makes it easy and took the time to discuss the best options for us. I've never met Bryant, but you can't mistake authenticity and we knew instantly he and NASB were who we were going with.... Read More
        ",Compliment
"
أفضل ضابط قرض كنت أتمنى! تجاوز جيف توقعاتي. لقد عمل بجد ليحصل على أفضل سعر ممكن. ينصح به بشده
        ","
Best loan officer I could have hoped for! Jeff exceeded my expectations. He worked very hard to get me the best rate possible. Highly recommended 
        ",Compliment
"
كان آدم رائعًا للعمل معه خلال فترة المراجعة! جعل اهتمامه بالتفاصيل هذه الصفقة سلسة وسهلة. لقد مرت عدة سنوات منذ أن ذهبنا من خلال عملية قرض المنزل ولم نكن متأكدين من أين نبدأ. بعد التحدث مع آدم ، كنا واثقين من أنه هو الذي ساعدنا في خدماتنا. لقد كان محترفًا ومساعدًا ودراية كبيرة بعملية القرض وأجاب على جميع أسئلتنا في الوقت المناسب. سأوصي بشدة بآدم ولن أتردد في العمل معه مرة أخرى ... اقرأ المزيد
        ","
Adam was great to work with during our refi!  His attention to detail made this a smooth and easy transaction.   It has been several years since we've gone thru the home loan process and we were unsure where to start.   After talking with Adam, we were confident he was the one to help us with our refi.  He was professional, helpful, very knowledgeable about the loan process and answered all of our questions in a timely manner.   I would highly recommend Adam and would not hesitate to work with him again... Read More
        ",Compliment
"
موقع رائع ومعروف وسريع الاستجابة ، ويعود إلينا دائمًا بإجابات على أسئلتنا. عملية الرهن العقاري يمكن أن تكون مملة للغاية وجعلوها سهلة.
        ","
Great website, knowledgeable, responsive and always got back to us quickly with answers to our questions.  Mortgage process can be very tedious and they made it easy.
        ",Compliment
"
تلقينا عروضاً من عدة بنوك بعد طلبنا لشجرة الإقراض للحصول على قرض عقاري. كان أليكس ماديويل من NASB أفضل عرض حتى الآن. لقد جعل العملية برمتها سهلة وكان على دراية كبيرة. كان إغلاق هذا المنزل سلسًا ، ولم تكن هناك مفاجآت. سأوصي بالتأكيد أليكس مادويل و NASB لأي شخص يبحث عن الرهن العقاري.
        ","
We received offers from multiple banks after our lending tree request for a mortgage.  Alex Madewell from NASB was by far the best offer.  He made the entire process easy and was very knowledgeable.  The closing on this home was seamless, no surprises.  I would definitely recommend Alex Madewell and NASB to anyone looking for a mortgage.
        ",Compliment
"
كان روب مفيدًا جدًا في إغلاق هذا القرض. بعض المشاكل من جانبنا لم نكن نعرف عنها ولكنه كان لا يزال قادرًا على إنجازها في الوقت المحدد.
        ","
Rob was very helpful in getting this loan closed. Few issues on our end we didn't know about but he was still able to get it done on time.
        ",Compliment
"
كان بيتر وفريقه رائعين للعمل معه. كانوا محترفين وسريعين بردودهم. لقد أجابوا على جميع أسئلتي وأدخلونا بطريقة ما إلى الإغلاق في الوقت المحدد على الرغم من الحواجز المختلفة التي واجهناها.
        ","
Peter and his team were great to work with. They were professional and prompt with their responses. They answered all my questions and somehow got us to closing on time despite various roadblocks we encountered.
        ",Compliment
"
جاء آدم موصى به للغاية ومن المرة الأولى التي تحدثنا معه ، كان من الواضح لماذا. لقد كان ودودًا ومهنيًا ومعروفًا وعمل بجد لضمان الاهتمام بنا من جميع الجوانب. إلى جانب مهارات الاتصال الفعالة اللازمة ، جلب لمسة شخصية بعد أن أغلقنا بإرسال مذكرة مكتوبة بخط اليد إلينا. سأوصي به لكل من أعرف شراء منزل .... اقرأ المزيد
        ","
Adam came highly recommended and from the first time we spoke with him, it was clear why.  He was friendly, professional, knowledgeable, and worked hard to ensure we were taken care of in all aspects.  Beyond the necessary effective communication skills, he brought a personal touch after we closed by sending us a hand written note of congratulations.  I will recommend him to everyone I know buying a house.... Read More
        ",Compliment
"
حقيقي الوقوف. منذ البداية ، قام السيد باريت بنقل أي شكوك واجهناها في شراء منزلنا الأول. كان هذا التوجيه والخبرة بالتأكيد ما يأمله ""مشتري المنزل لأول مرة"". من البداية حتى النهاية وقف بجانبنا وسير بنا طوال العملية. حتى في السلك عند الإغلاق ، صعد السيد باريت وأنقذنا الآلاف من خلال تحديد خطأ خاطئ في العقد. عندما أشتري مرة أخرى ، سأتصل بجون. شكرا لك جون باريت! لقد استمتعنا بالتأكيد بالعمل معك ... اقرأ المزيد
        ","
A real stand up guy. From the beginning Mr. Barrett alievatied any uncertainties we faced with buying our first home. This guidance and expertise was certainly what a â€œfirst time homebuyerâ€ would hope for. From beginning to the very end he stood by us and walked us through the entire process. Even down to the wire at closing Mr. Barrett stepped up and saved us thousands by identifying an errounous mistake in the contract. When I buy again, Iâ€™ll call Jon. Thank you Jon Barrett! We certainly enjoyed working with you... Read More
        ",Compliment
"
لقد كان من دواعي سروري العمل مع السيد باريت من NASB ولا يمكن أن أكون أكثر من فضلك. منذ البداية ، وجهنا السيد باريت في رحلتنا بأقصى قدر من المجاملة والاحترام. حتى أثناء إغلاق السيد باريت جاء مرة أخرى إلى الإنقاذ مساعدتي في توفير المزيد من المال! شكر كبير للسيد باريت والفريق في NASB. عندما أشتري مرة أخرى ، أعرف من سأتصل
        ","
I had the pleasure of working with Mr. Barrett from NASB and I couldnâ€™t be more please. From the very beginning Mr. Barrett guided us on our journey with the upmost courtesy and respect. Even while closing Mr. Barrett once again came to the rescue helping me save even more money! A big thanks to Mr. Barrett and the team at NASB. When I buy again I know who Iâ€™ll call
        ",Compliment
"
عندما كنت مشتري المنزل لأول مرة كنت أسير عمياء ، أصبح براينت دليلي! أتذكر أنني قلت له ""أنا لا أتكلم برهن عقاري"" ولم تكن هذه مشكلة على الإطلاق. كان براينت لطيفًا ومتفهمًا ومهتمًا بصدق طوال العملية بأكملها من طلبي عبر الإنترنت إلى اليوم الذي أصبحنا فيه أصحاب منازل. كان سريعًا جدًا وقدم دائمًا تفسيرات واضحة لما كان يحدث ، والخطوات التالية ، والمسار الذي سيكون في مصلحتي. حتى عندما كانت هناك نتوءات في الطريق كان هناك لتخفيفها. أوصي براينت لأي شخص يبحث عن الحكمة المالية في عملية الشراء / إعادة التمويل ... اقرأ المزيد
        ","
As a first time homebuyer I was walking blindly, Bryant became my guide! I recall telling him ""I don't speak mortgage"" and that was no problem at all. Bryant was kind, understanding, and genuinely cared throughout the entire process from my online application to the day we became homeowners. He was very prompt and always gave clear explanations of what was happening, next steps, and what path would be in my best interest. Even when there were bumps in the road he was there to smooth them out. I would recommend Bryant to anyone seeking financial wisdom in their buying/refinancing process... Read More
        ",Compliment
"
لقد حصلوا علي أفضل صفقة. لقد تماشوا مع السعر وكان أداءهم أفضل. من حسن الحظ أنني عملت معهم.
        ","
They got me the best deal. They price matched and did even better. Fortunate I got to work with them. 
        ",Compliment
"
كان أليكس مثابرًا ودؤوبًا وشاملاً. كان من السهل العمل معه وحصل على معدل ممتاز في منزلي. في المرة القادمة التي أشتري فيها سأعمل معه بشكل مطلق.
        ","
Alex was persistent, diligent, and thorough. He was easy to work with and got me an excellent rate on my home. Next time I buy Iâ€™ll absoltely work with him. 
        ",Compliment
"
اشترينا أنا وزوجتي عدة منازل على مر السنين وعملنا مع عدد من شركات التمويل العقاري المختلفة. تجربتنا مع جيريمي وبرنت (كستر) كانت ، إلى حد بعيد ، أفضل ما شهدناه على الإطلاق. إذا كنا في السوق مرة أخرى ، فسنعود بالتأكيد وسنوصي NASB لأي شخص نعرفه يبحث عن رهن عقاري.
        ","
My wife and I have purchased several homes over the years and have worked with a number of different mortgage companies. Our experience with Jeremy and Brent (Custer) has been, by far, the best we have ever experienced. If we are ever in the market again, we will definitely be back and will recommend NASB to anyone we know who is looking for a mortgage.
        ",Compliment
"
خدمة عملاء رائعة. متوفر دائمًا عندما اتصلت به ومحترم جدًا. شكرا للعمل الجاد لإغلاق في الوقت المحدد.
        ","
Great customer service. Always available when I called and very respectful. Thanks for working extra hard to close on time. 
        ",Compliment
"
أود أن أشكر برنت للعمل معنا. استمر في تشجيعنا عندما شعرنا أننا سنرفض بسبب مقرض سابق. بذل برنت وفريقه كل ما هو ممكن للوفاء بموعدنا النهائي. بفضله ، نحن الآن أصحاب منازل سعداء.
        ","
I would like to thank Brent for working with us. He kept encouraging us when we felt we would get turned down because of a previous lender. Brent and his team did everything possible to meet our deadline. Thanks to him,  we are now happy home owners. 
        ",Compliment
"
استفسرت لأول مرة عن قرض مع برنت (6) أشهر. ثم أخبرته أنني أريد تعليق كل شيء بمجرد أن اكتشفت تكلفة شراء إيجار. بعد (6) أشهر اتصلت به في الصباح وأخبرته أن الوقت قد حان لي أن أصبح جادًا. رد خلال ساعة وكنا نتدحرج مرة أخرى.

بعد أسبوعين ، وجدت منزلاً أردت تقديم عرض عليه. بعد 4 أسابيع أغلقت في المنزل. خلال تلك الفترة كنت أعرف دائمًا ما يحدث. تحدثنا يوميا. لقد جعلني أشعر بالراحة خلال العملية برمتها وشعرت دائمًا أنني كنت مسيطرًا. بصراحة ، كان شراء المنزل أسهل بكثير مما كنت أعتقد. أنصح به لأي شخص ....
        ","
I first inquired about a loan with Brent (6) months ago. I then told him I wanted to put it all on hold once I found out the cost to buy out my lease. After (6) months I contacted him in the morning and told him it was time for me to get serious. He responded within the hour and we were rolling again.

2 weeks later I found a home I wanted to make an offer on. 4 weeks later I closed on the home. During that time I always knew what was going on. We talked daily. He made me feel comfortable through the whole process and I always felt like I was in control. Honestly, purchasing the home was much easier than I thought. I'd recommend him to anyone.... Read More
        ",Compliment
"
لقد مرت عشر سنوات منذ أن اشتريت منزلاً ، وكنت قلقة قليلاً مما يمكنني تحمله هذه المرة وخوض العملية مرة أخرى. لم يكن آدم أفضل للعمل معه. كان رائعا في التواصل وجعلني أشعر بالراحة. حصلنا على أفضل سعر وكان حلمًا للعمل معه. لقد أخرج القلق تمامًا من شراء المنزل. ستندم على عدم استخدامه. إنه على دراية ويمكنك أن تقول أنه يهتم بك حقًا ...
        ","
It had been ten years since I bought a house and I was little nervous of what I could afford this time around and going through the process again. Adam couldn't have been better to work with. He was great at communicating and making me feel at ease. He got us the best rate and was a dream to work with. He completely took the anxiety out of home buying. You will regret not using him. He is knowledgeable and you can tell he really cares about you... Read More
        ",Compliment
"
كان فريد لطيفًا جدًا ومتاحًا دائمًا لمعالجة مخاوفي. يبدو أنه يهتم حقًا بعملائه. إن المرور بإعادة التمويل ليس لطيفًا أبدًا ، لكن فريد بذل قصارى جهده لجعله غير مؤلم قدر الإمكان. شكرا فريد !!
الأفضل،
كاري

        ","
Fred was very nice, and always available to address my concerns. He seems to really care about his customers. Going through a refinance is never very pleasant, but Fred did his best to make it as painless as possible. Thanks Fred!!
Best,
Kary

        ",Compliment
"
عملت مع كوري كلوسنر ، ضابط القرض في NASB. بعد التأكد من أنه يمكن أن يقدم معدلًا أقل بكثير من مؤسستي المالية ، أخذ وقتًا إضافيًا لشرح إيجابيات وسلبيات أنواع القروض المختلفة (القروض التقليدية مقابل القروض الافتراضية). استغرق Kory الوقت أيضًا لحساب الدفعات الشهرية التقريبية وتكاليف الإغلاق لكل منها. لم أشعر قط وكأنني تعرضت للضغط أو الاندفاع لاتخاذ قرار ، في الواقع شعرت بالعكس تماما. لقد أعطاني أي وقت أحتاجه لفهم خياراتي بشكل كامل والاختيار المناسب لي ، بناءً على ظروفي الفريدة. ذهب كوري إلى أبعد الحدود ليجعلني أشعر بالراحة تجاه ما كان أكبر قرار مالي في حياتي. شكرا كوري ... 5 نجوم ... اقرأ المزيد
        ","
I worked with Kory Klossner, a loan officer with NASB.  After confirming he could offer a much lower rate than my financial institution, he then took the additional time to explain the pros and cons of different loan types (conventional versus VA loans).  Kory also took the time to calculate approximate monthly payments and closing costs for each.  I never felt like I was being pressured or rushed into a decision, in fact I felt quite the opposite.  He gave me whatever time I needed to fully understand my options and make the choice that was right for me, based upon my unique circumstances.  Kory went above and beyond to make me feel comfortable with what has been the biggest financial decision of my life.  Thanks Kory...5 stars... Read More
        ",Compliment
"
عملت مع كوري كلوسنر ، ضابط القرض في NASB. بعد التأكد من أنه يمكن أن يقدم معدلًا أقل بكثير من مؤسستي المالية ، أخذ وقتًا إضافيًا لشرح إيجابيات وسلبيات أنواع القروض المختلفة (القروض التقليدية مقابل القروض الافتراضية). استغرق Kory الوقت أيضًا لحساب الدفعات الشهرية التقريبية وتكاليف الإغلاق لكل منها. لم أشعر قط وكأنني تعرضت للضغط أو الاندفاع لاتخاذ قرار ، في الواقع شعرت بالعكس تماما. لقد أعطاني أي وقت أحتاجه لفهم خياراتي بشكل كامل والاختيار المناسب لي ، بناءً على ظروفي الفريدة. ذهب كوري إلى أبعد الحدود ليجعلني أشعر بالراحة تجاه ما كان أكبر قرار مالي في حياتي. شكرا كوري ... 5 نجوم ... اقرأ المزيد
        ","
I worked with Kory Klossner, a loan officer with NASB.  After confirming he could offer a much lower rate than my financial institution, he then took the additional time to explain the pros and cons of different loan types (conventional versus VA loans).  Kory also took the time to calculate approximate monthly payments and closing costs for each.  I never felt like I was being pressured or rushed into a decision, in fact I felt quite the opposite.  He gave me whatever time I needed to fully understand my options and make the choice that was right for me, based upon my unique circumstances.  Kory went above and beyond to make me feel comfortable with what has been the biggest financial decision of my life.  Thanks Kory...5 stars... Read More
        ",Compliment
"
لم يكن من الممكن أن أكون أكثر سعادة بخدمة عملاء آرون. أوصى والدي بآرون عندما كنت أبحث عن شراء منزل. حارب آرون ليحصل على أفضل سعر وتأكد من أن كل شيء سار كما هو مخطط له. عندما لم أتمكن من تحريك موعد الإغلاق الخاص بي للحفاظ على سعر الفائدة الخاص بي ، أخبرني آرون بعدم القلق بشأنه وسيغطي فرق التكلفة. فعل الشيء نفسه عندما اضطررنا إلى دفع مبلغ إضافي لتسريع المثمن لإغلاقه في الوقت المحدد. سوف أوصي بـ آرون لأي شخص يتطلع لشراء منزل لأنني أعلم أنه سيقوم بعمل رائع كما فعل من أجلي .... اقرأ المزيد
        ","
I couldn't have been more pleased with Aaron's customer service. My father recommended Aaron when I was looking to buy a house. Aaron fought to get me the best rate and made sure that everything went as planned. When I wasn't able to move my closing date up to keep my rate interest rate, Aaron told me not to worry about it and he would cover the cost difference. He did the same thing when we had to pay extra to rush the appraiser to close on time. I would and will recommend Aaron to anyone looking to buy a home because I know he will do a great job like he did for me.... Read More
        ",Compliment
"
لا يمكنني البدء في التعبير عن سعادتي في العمل مع آرون ، فهو ليس مهنيًا ومطلًا على المعرفة فحسب ، بل انتهى به الأمر عمليًا إلى توفير آلاف الدولارات على قرضي! اعتقدت أن لدي معدل جيد حتى تحدثت معه وتمكننا من تخفيضه بنسبة 1 ٪ تقريبًا مما وفر لنا مئات الدولارات شهريًا ثم تمكن من الحصول على الموافقة / الإغلاق على كل جدول زمني ضيق للغاية أقل من 4 أسابيع! أوصي به بشدة ... اقرأ المزيد
        ","
I can't begin to express my happiness with working with Aaron, not only is he professional and knowledgeable but he literally ended up saving me thousands of dollars on my loan! I thought I had good rate until I spoke with him and we were able to lower it almost a full 1% which saved us hundreds of dollars per month and then he was able to get everything approved/closed on a very tight timeline of less than 4 weeks! I highly recommend him... Read More
        ",Compliment
"
متجاوب للغاية وعمل بجد للحصول على الموافقة. يمكن أن تكون تجربة الرهن العقاري نفسها مرهقة للغاية ، لكن جون جعلنا نشعر حقًا وكأن شخصًا ما كان إلى جانبنا. شكرا مرة أخرى على كل شيء.
        ","
Very responsive and worked hard to get us approved.  The mortgage experience itself can be very stressful, but Jon really made us feel like someone was on our side.  Thanks again for everything.
        ",Compliment
"
كان جوي مفيدًا جدًا. نحن نقدر أسلوبه الودي واستجاباته في الوقت المناسب.
        ","
Joey was very helpful. We appreciated his friendly manner and his timely responses.
        ",Compliment
"
كان ضابط القرض ، جوي هارتيجان ، ودودًا ومساعدًا للغاية. كنت أنا وزوجتي سعداء للغاية باختيارنا NASB لإعادة تمويل منزلنا.
        ","
Our loan officer, Joey Hartegan, was friendly and very helpful. My wife and I were very pleased that we chose NASB to refinance our home.
        ",Compliment
"
تسوقنا أنا وعائلتي للحصول على قروض عقارية في المنزل لبعض الوقت. نحن نقيم حاليًا في نيو جيرسي ، وكل شركة تمويل عقاري أرادت إغلاق ما يقرب من 20 ألفًا. لقد عثرت على بنك الادخار لأمريكا الشمالية عبر الإنترنت ، وكان ستيف هو الشخص الذي تم تكليفي للعمل معه. كان رائعا على أقل تقدير. كان ستيف يرد دائمًا على مكالماتي ورسائل البريد الإلكتروني على الفور. بالإضافة إلى ذلك ، عندما كنت خارج المكتب ، تأكد ستيف دائمًا من مساعدة زميل لي. بصراحة لا أستطيع أن أقول ما يكفي عن (NASB). في النهاية ، تمكنوا من الحصول على سعر فائدة أقل بكثير ودفع شهري في منزلي. أوصي بشدة بأي شخص ... اقرأ المزيد
        ","
My family and I shopped around for home mortgages for a while. We currently reside in New Jersey and every mortgage company wanted nearly 20k to close. I found North American Savings Bank online, and Steve was the person that I was assigned to work with. He was wonderful to say the least. Steve would always answer my calls and emails promptly. In addition, when out of the office, Steve always made sure a colleague assisted me. I honestly cannot say enough about (NASB). Ultimately, the were able to get me a much lower interest rate and monthly payment on my home. I highly recommend Steve to anyone ... Read More
        ",Compliment
"
RC كان ممتازا للعمل معه! إنه مطلق نار مستقيم وزميل محترم. لقد أكد أننا فهمنا ما كان يحدث ، وماذا نتوقع والوقت المستغرق. لا يمكنني أن أوصي بأي شخص أكثر لاحتياجاتك الإقراضية عند العمل بقرض VA ، فأنت بحاجة إلى ضابط قرض ""يعرف"" ما يفعلونه. إنه رائع في ما يفعله وسيضمن شخصيًا إغلاقك في الوقت المحدد. حتى مع المثمن البطيء للغاية الذي لم يلتزم بالمواعيد النهائية التي تسببت في التأخير ، ما زلنا نغلق في الوقت المحدد بفضل RC واحترافه وتفانيه في الحفاظ على كلمته. فريقه رائع للعمل معه أيضًا ... اقرأ المزيد
        ","
RC was excellent to work with!  He is a straight shooter and an honorable fellow veteran. He ensured we understood what was happening, what to expect and how long it would take. I can't recommend anyone more for your lending needs when working with a VA loan, you need a loan officer who ""knows"" what they are doing. He is great at what he does and will personally ensure your closing is on time. Even with an extremely slow appraiser who did not meet deadlines causing delays, we still closed on time thanks to RC, his professionalism and his dedication to keep his word. His team is great to work with as well... Read More
        ",Compliment
"
تجربة سلسة للغاية ..... العمل مع قرض VA ، إغلاق في الوقت المحدد ، NASB كان من السهل للغاية العمل معه. بصفتك أحد المخضرمين ، فأنت تريد مقرضًا يفهم قروض VA ويمولها بسهولة و NASB يلبي هذا الشرط بخمس نجوم. المقرضين الآخرين الذين عملنا معهم في الماضي لا يستوفون خدمة NASB ، وخاصة إغلاقها في الوقت المحدد ، في تجربتي. نوصي بشدة!
        ","
Very smooth experience.....working with a VA loan, closing on time, NASB was extremely easy to work with. As a veteran, you WANT a lender who understands and easily funds VA loans and NASB meets this requirement with five stars. Other lenders we have worked with in the past do not meet NASB's service, especially closing on time, in my experience. Recommend highly!
        ",Compliment
"
الخدمة الممتازة ودائما في الوقت المناسب
        ","
Outstanding service and always timely
        ",Compliment
"
ذهب فريد إلى أبعد الحدود للتأكد من سير كل شيء بسلاسة بما في ذلك إجراء مكالمات أثناء الإجازة. يعمل فريد بجد لتحقيق أحلامك.
        ","
Fred went above and beyond to make sure everything went smoothly including making calls while on vacation. Fred works hard to make your dreams come true.
        ",Compliment
"
خدمة سريعة ومفيدة وأفضل خدمة ممكنة. أوصي بهما بحرارة للجميع.
        ","
Fast, helpful, best service possible. I heartily recommend them to everyone.
        ",Compliment
"
قام آرون بكل ما هو ممكن إنسانيًا لي لأحصل على أفضل سعر وشروط يمكن أن يفعلها.

استمع لي واستجاب لاحتياجاتي باهتمام ورعاية وخبرة.

لم يكن بإمكاني أبداً أن يساعدني أي شخص أكثر من خلال أن أكون شخصًا مهتمًا ومطلقًا ومريضًا ومتجاوبًا.

شكرا جزيلا للسيد سبرينغ
        ","
Aaron did everything humanly possible to get me the best rate and terms that he possibly could.

He listened to me and responded to my needs with concern, care, and expertise.

I could never have anyone who could have helped me more by being a caring, knowledgable, patient, and responsive individual.

Many thanks to Mr. Spring 
        ",Compliment
"
كان آرون مساعدة للغاية وودية للغاية. كنت أتحدث عن كل شيء وكنت دائمًا في المقدمة مع كل شيء. بصفتي محاربًا نفسيًا ، بذل جهدًا كبيرًا بالنسبة لي وكان دائمًا متاحًا للتحدث والإجابة على الأسئلة. كانت هذه المرة الأولى التي أشتري فيها منزلًا وجعله غير مؤلم قدر الإمكان لي ولزوجتي. ليس لدي سوى أشياء رائعة عنه ولا يمكنني أن أشكره بما يكفي لمساعدتنا خلال هذه العملية ... اقرأ المزيد
        ","
Aaron was extremely help and very friendly. I kept his about everything and was always up front with everything. As a veteran myself, he made to go the extra mile for me and always was available to talk and answer questions. This was my first time buying a home and he made as painless as possible for me and my wife. I nothing but great things to about him and cannot thank him enough for helping us through this process... Read More
        ",Compliment
"
كان ضابط القرض وفريقه مذهلين. لقد ساعدونا في كل خطوة على الطريق.
        ","
Their loan officer and his team were amazing. They helped us every step of the way. 
        ",Compliment
"
كان أليكس مفيدًا للغاية ومتاحًا دائمًا إذا كان لدينا أي أسئلة أو استفسارات. لقد كان على اتصال دائم بنا وقال لنا بالضبط ما الذي سيحدث ومتى. عندما ظهرت أي مشاكل ، عالجها بسرعة ، لذلك لن نضطر إلى الانتظار لفترة أطول حتى النهاية. كان يحاول دائمًا أن يذهب خطوة إضافية للتأكد من أننا تم الاعتناء بنا.
        ","
Alex was extremely helpful and always available if we had any questions or concerns. He kept in constant contact with us and told us exactly what was going to be happening and when. When any issues came up he addressed them quickly so we wouldn't have to wait longer for the closing. He was always trying to go the extra step to make sure we were taken care of. 
        ",Compliment
"
خدمة رائعة وسهلة
        ","
Great service and easy
        ",Compliment
"
يسعدني العمل مع أليكس. لا يمكن أن تطلب مقرضًا أفضل.
        ","
Such a pleasure working with Alex. Couldn't ask for a better lender. 
        ",Compliment
"
رجل جيد للعمل معه. متجاوب للغاية. لا مفاجآت.
        ","
Good guy to work with.  Very responsive.  No surprises.
        ",Compliment
"
عملية سلسة للغاية مع عدم وجود مفاجآت. أفضل من سعر الفائدة المتوقع.
        ","
Extremely smooth process with no surprises.  Better than expected interest rate.
        ",Compliment
"
كان فريد عظيم! كان يعمل وفقًا لجدول أعمالي ، وكان دائمًا متجاوبًا جدًا وكان دائمًا يعرف بالضبط أين كنت في هذه العملية وساعدني في العمل على ما أفعله بعد ذلك.
        ","
Fred was great! He worked around my schedule, was always very responsive and always knew exactly where I was in the process and helped me work on what to do next.
        ",Compliment
"
عملت مع شخص اسمه أندرو ليهي. إنه شخص يعمل بجد وصادق مع مصلحة العملاء وليس اللجنة في القلب.
        ","
I worked with a person name Andrew Leehy.  He is a very hard working, honest person with the customers interest not the commission at heart.
        ",Compliment
"
كان فريد رائعًا للعمل معه! يتمتع بخبرة واسعة في مجال عمله وسريع في الرد على جميع المكالمات ورسائل البريد الإلكتروني. لقد تأكد من بقاء القرض على المسار الصحيح وأغلقنا في الوقت المحدد ، 29 يومًا من اليوم الذي وضعنا فيه عقدًا على المنزل. نوصي بشدة فريد!
        ","
Fred was awesome to work with! He is very knowledgeable in his field and is quick to respond to all calls and emails. He made sure the loan stayed on track and we closed on time, 29 days from the day we put a contract on the house. We highly recommend Fred!
        ",Compliment
"
بنك جيد بالقيم التقليدية. رائعا. الناس حقيقيون والبنك ""يمشي الكلام"". متعة حقيقية للقيام بأعمال تجارية معهم.
        ","
A fine bank with traditional values.  Just great.  The people are real and the bank ""walks the talk"".  A real pleasure to do business with them.
        ",Compliment
"
كان جوي على دراية ومتاحًا للغاية وحافظ على موقف إيجابي طوال عملية إعادة التمويل المعقدة. لقد كان شريكًا حقيقيًا ، وليس مجرد موظف يقوم بالأعمال الورقية.

وثقت في حكمه ولم يخذلني أبداً. كما يتمتع بروح الدعابة.
        ","
Joey was knowledgeable, very accessible and maintained a positive attitude throughout the complex refinancing process.  He was a true partner, not just a functionary doing paperwork.

I trusted his judgment and he never failed me.  He also has a great sense of humor.
        ",Compliment
"
كنت مترددة في استخدام شركة تمويل عقاري غير محلية. ضابط القرض الخاص بي ، جيريمي كان أكثر مشاركة في العملية من أي شركة قروض محلية سبق لي استخدامها. خدمة العملاء والمعرفة تجاوزت توقعاتي.
لا أوصي عادةً بالناس ، لكنني أعتبر جيريمي صديقًا موثوقًا به ""صديقًا في مجال التمويل العقاري"".

        ","
I was hesitant to use a non-local mortgage company. My loan officer, Jeremy was more involved with the process than any local loan company Iâ€™ve used previously. His customer service and knowledge has exceeded my expectations. 
I don't usually recommend people, but I would consider Jeremy as a trusted â€œfriend in the mortgage businessâ€.

        ",Compliment
"
كنت مترددة في استخدام شركة تمويل عقاري غير محلية. ضابط القرض الخاص بي ، جيريمي كان أكثر مشاركة في العملية من أي شركة قروض محلية سبق لي استخدامها. خدمة العملاء والمعرفة تجاوزت توقعاتي.
لا أوصي عادةً بالناس ، لكنني أعتبر جيريمي صديقًا موثوقًا به ""صديقًا في مجال التمويل العقاري"".

        ","
I was hesitant to use a non-local mortgage company. My loan officer, Jeremy was more involved with the process than any local loan company Iâ€™ve used previously. His customer service and knowledge has exceeded my expectations. 
I don't usually recommend people, but I would consider Jeremy as a trusted â€œfriend in the mortgage businessâ€.

        ",Compliment
"
قام ستيف بذلك عندما لم يستطع الآخرون. إغلاق 30 يومًا وحتى أنه قام بأشياء لم يتمكن مشرفه من إنجازها. أوصى صديق لي ستيف وأنا سعيد لأنني ذهبت معه. كان رائعا للعمل معه.
        ","
Steve got it done when others couldn't. 30 day closing and he even got things done that his supervisor couldn't get done. Steve was recommended to me by a friend and I am glad I went with him. He was great to work with. 
        ",Compliment
"
محترف للغاية وموجهة للعملاء.
        ","
Very professional and customer oriented.
        ",Compliment
