Text,Label
سبق لي الحصول على قرض بناء مسكن هل استطيع تمويل شراء منزل عن طريقكم,Inquiry
زين شو الاوراق المطلوبة,Inquiry
لو ابي قرض نص مليون كم بتكون الفوائد,Inquiry
هل ممكن احد يكلمني بخصوص تمويل الاسكان,Inquiry
هل في جديد قررض رقايب بعجمان هل وصل التعميم لتقديم الاوراق,Inquiry
هل يمول القرض الثاني والثالث والرابع؟؟؟؟,Inquiry
شو الفرق بين قرض شراء منزل و قرض شراء منزل تمويل اسلامي ؟,Inquiry
وين هذا المصرف,Inquiry
كيف يتم رفض تمويل شراء شقة فندقية مفروشة جاهزة بناءً على افتراض انها للايجار مع وجود كل الأوراق الثبوتية بأنها للشراء وليست للايجار,Inquiry
في حل لمنتفعي منحة الشارقة للإسكان؟,Inquiry
ممكن التواصل لو سمحت,Inquiry
بس قروض سكن ولا للاثاث واستكمال البيت؟,Inquiry
"السلام عليكم ورحمة الله وبركاته
لو سمحت أخوي عندكم تمويل بنايات",Inquiry
السلام عليكم ممكن استفسار,Inquiry
شو الحل يعني,Inquiry
" يرجى التواصل معانا على 0504499349
",Inquiry
ممكن نتواصل,Inquiry
أريد سلف من المصرف العقاري مع اني عامل الرهن من قبلكم أتمنى الاتصال بي,Inquiry
ارجو التواصل محد يرد,Inquiry
صباح الخير استفسار بسيط بخصوص التمويل هل تمولون لمكاتب المحاماة؟,Inquiry
استفسار البرامج المحلية تمولون لها؟,Inquiry
تعطون لاي مواطن!! ولا في ضروف خاصه!؟,Inquiry
السلام عليكم ورحمة الله وبركاته  انا اريد بس مليون درهم علما باني حاصل على قرض اسكاني من الحكومة بقيمة مليونين درهم وراتبي فوق 40 الف درهم كيف بتكون الاقساط,Inquiry
السلام عليكم شو شروط شو فوايد اذا محتاج مبلغ 50 للتوسع المشروع,Inquiry
السلام عليكم كيف الحال؟ عندي استفسار بخصوص القروض السكنية تمويل بيت في الويست ياس انا بكون دافع ان شاء الله الين اخر السنة هاي 20% واريد تمويل المتبقي طبعا اريد تمويل اسلامي,Inquiry
بغيت اخفض قسط الاسكان كيف الطريقة ارجو التواصل وياي على الرقم,Inquiry
السلام عليكم انا اسمي فاروق سعيد مقيم بالشارقة اريد اخذ قرض عادي ايه الاوراق المطلوبة,Inquiry
شو السالفة ممكن معلومات إضافية علشان نفهم شو الموضوع وتفاصيله وشكراً,Inquiry
"وعليكم السلام ورحمة الله وبركاته
اسمي عبدالله العزيزي
ورقم هاتفي 0504583366
ارجو ان يكون الاتصال خلال الاسبوع القادم باذن الله",Inquiry
ابا اعرف اقدر احولك راتبي عندكم وكم الفايدة,Inquiry
لو سمحتو شو الفرق بينكم وبين اي بنك ثاني اذا انتو بعد بتقيمون العقار وبتحطو سعر اقل من المطلوب وانا محتاجة سكن ضروري تعبت من الايجار وما عندي ادفع فرق السعر للمالك؟؟ اتمنى اسمع رد مقنع ويكون البنك فعلا يسهم في توفير حلول عملية للمواطنين,Inquiry
يا جماعة متى بكون في عندكم مصداقية مع الجمهور,Inquiry
السلام عليكم كيف نتواصل مع قسم التسويق؟,Inquiry
السلامعليكم صرلي يومين اتصل على خدمة العملاء محد يرد يرجى الاتصال,Inquiry
وين التوااااصل,Inquiry
"
ارجوا التواصل ",Inquiry
ابى قرض 1700000 حق عشر سنين,Inquiry
كم القسط الشهري,Inquiry
لو تعطونا مثال على الأقساط كيف بتكون لمبلغ 3 مليون علشان نعرف كيف نظامكم,Inquiry
هل بفوائد أم بدون,Inquiry
وما هي الفترة لزمنية للموافقة على التمويل,Inquiry
"السلام عليكم ورحمة الله وبركاته
هذا حسابي المصرف الراجحي بالسعودية",Inquiry
"أبي اقدم على قرض
كم النسبة وكم فترة السداد",Inquiry
هل ممكن تقدمون لي أي مساعدة,Inquiry
"السلام عليكم ورحمة الله
أرجو منكم تحديد موعد لأتمكن من مقابلة احد المسؤولين في مصرف الامارات وبشكل عاجل لان الموظف على الكاونتر صلاحيته محدودة",Inquiry
الرجاء الرد على اتصالاتنا,Inquiry
"السلام عليكم ورحمة الله
عندي مشروع في العين وقائم
وابحث عن تمويل للتوسع ",Inquiry
"لو سمحت أرجو التواصل للاهميه
عندي دفعة كملت ٨ ايام و ما انصرفت
الْيَوْمَ لازم تنصرف رجاءً
الرجاء التواصل للاهميه",Inquiry
"
السلام عليكم ورحمة الله
عندي مشروع في العين وقائم
وابحث عن تمويل للتوسع ",Inquiry
"السلام عليكم
اقدر اتواصل وياكم
رقم مباشر
عندي استفسار
الاسم ناصر الشحي
",Inquiry
"السلام عليكم و رحمة الله و بركاته
شخبارك اخوي ؟
بغيت أستفسر اذا كان عندك إيميل الاتش أر ممكن تعطيني إياه لأني حابة اقدم عندكم
يطلعلي faild
ما يفتح الرابط
أبدا ما يفتح هالرابط
",Inquiry
"صباح الخير 
كيف الحال 
عندي استفسار بخصوص الأوراق المطلوبة للتقديم على تمويل او قرض بناء مسكّن للمواطنين 
اكثر عن 3 أسابيع اتصل على خدمة العملاء ومحد يرد عليه
تم الرد من قبل خدمة العملاء من بعد عناء طويل 

وملاحظتي لكم 
تحسين خدمة العملاء من ناحية سرعة الرد على المتعاملين 
شكرًا

",Inquiry
"اتمني بشدة الموافقه ع طلبي مع العلم انه المقاول استلم دفعتين من برنامج الشيخ زايد للاسكان وما كانت اعرف عم القروض الي يحصلها المواطن الاماراتي الا بعد فتره لو عندي علم كنت قدمت بس ان شاء الله تتم الموافقه على طلبي لانه البيت بعده قيد البناء

اذا كان الهدف اسعاد المواطن وتسهيل عليه اموره الماديه                         


",Inquiry
"اتمني بشدة الموافقه ع طلبي مع العلم انه المقاول استلم دفعتين من برنامج الشيخ زايد للاسكان وما كانت اعرف عم القروض الي يحصلها المواطن الاماراتي الا بعد فتره لو عندي علم كنت قدمت بس ان شاء الله تتم الموافقه على طلبي لانه البيت بعده قيد البناء

اذا كان الهدف اسعاد المواطن وتسهيل عليه اموره الماديه
كفو والله وشكراً على سرعه الرد وان شاء الله احصل رد منك يثلج الصدر بموافقه

رقم الهاتف 
‏وعليه الطلب بعد موجود  ورقم ثاني 

                         


",Inquiry
"في احد راح يتواصل معاي بخصوص القرض الي مقدم عليه ولا بس انتظار ولعب اعصاب واخر شي رفض لانه المقاول استلم دفعتين من عند برنامج الشيخ زايد انا انسان محتاج للقرض من عندك لانه نسبة السداد او القسط الشهري مناسبه جدا لي وها الي حكومتنا تباه للمواطن
في انتظار التواصل بفارغ الصبر ",Inquiry
"السلام عليكم
شخبارك
سجلت بس لما اضغط على الخبرات و المهارات ما يستوي يعيدلي الصفحة مرة الثانية
ما كملت تسجيلي
",Inquiry
السلام عليكم اذا ممكن حد يتواصل معاى,Inquiry
كيف يكون الدعم المادي لمن سيقوم بمشروع تجاري صغير,Inquiry
يرجى تزويدي برقم احد مسؤولي المصرف وذلك لتعقيد موضوعي من 6 أشهر,Inquiry
فيه حد اختصاص بتمويل شراء ارض اذا فيه حد ياليت ترسل الرقم,Inquiry
حبيت استفسر عن شروط الحصول ع القرض الخاص ببناء المنزل,Inquiry
لماذا لا يتم طرح مبادرات لتأجيل اقساط المواطنين اثناء الأعياد والمناسبات لتخفيف تكاليف المعيشه وخاصه اصحاب القروض السكنيه  أسوة ببعض المصارف التجارية الاخرى التي تعطي العميل حق تأجيل القرض دون رسوم,Inquiry
هل يسمح بالاقتراض من مصرف الامارات للتنميه بعد تسديد القرض الممنوح من برنامج زايد للإسكان ولكم جزيل الشكر,Inquiry
ارجو التواصل بخصوص تسجيل شركة المقاولات على المنصة الإلكترونية,Inquiry
اتصلوا فيني ضروري,Inquiry
ارجو التواصل معي عبر الموبايل,Inquiry
ممكن حد يتصل لي,Inquiry
كم تاخذ الموافقه المبدئيه صار لي اسبوعين او اكثر انتظر,Inquiry
‏أرجو التواصل الأهميه,Inquiry
المفروض تشترون القروض القديمة وتجحولونهم على قرض واحد قرض العقاري وتقسطون الاقساط بقسط واحد اغلب البنوك نفس الطريقة,Inquiry
ممكن التواصل وياي عندكم تمويل عقاري,Inquiry
السلام عليكم الرجاء الاتصال,Inquiry
ممكن التواصل بخصوص تمويل مشروع صغير,Inquiry
هل تشترون القروض القديمة وتحولونها على قرض العقاري ويكون الاستقطاع قسط  واحد,Inquiry
اتمولون بيت تحت الانشاء,Inquiry
اريد امول بيت,Inquiry
ارجو التواصل,Inquiry
سلام عليكم لو بغيت منكم مليون حق بناء بيت كم بتقصون عني شهريا وكم الفايده وكم سنه للعلم راتبي ١٦ علي دين شهريا ٢٥٠٠,Inquiry
"السلام عليكم ورحمة الله وبركاته
هل يمكن دعم الأنشطة التجارية وكيف يتم ذلك للتواصل معي 0507741177",Inquiry
السلام عليكم ممكن التواصل بخصوص تمويل مشاريع قائمة او جديدة,Inquiry
كم نسبه الربح عندكم,Inquiry
السلام عليكم ارجو من قسم الشكاوي التواصل معى,Inquiry
السلام عليكم ممكن اعرف اذا مسكن جاهز زالراتب ما ينزل عندكم كم النسبة عندكم؟؟ تمويل قرض سكني,Inquiry
جزاكم الله خير مجهود يشكرله بس نتمنى تقديم تسهيلات بالسداد مثلا تأجيل القسط المستحق اثناء الأعياد لتخفيف الاعباء على المواطنين,Inquiry
ابا اعرف كم نسبة الفائدة من تمويل عقاري؟,Inquiry
"

يرجى تزويدنا برقم الهاتف وسنقوم بالتواصل معك بأقرب وقت للرد على استفسارك",Inquiry
فأرجو المساعدة بالافادة لإستكمال الأوراق المطلوبه لتقديم الطلب,Inquiry
كيف اتواصل معاكم,Inquiry
هل ممكن تمويل فيلا في مشروع الريف ٢ وهل هناك اعفاء من الدفعة الاولى؟,Inquiry
"السلام عليكم ورحمة الله وبركاته اذا بغيت اخذ عقار تجاري كيف؟؟
الرجاء اتصال صباحاً من الساعه ١١:٣٠ الى ٢:٣٠ ظهراً",Inquiry
"سلام عليكم
كيف أخذ سكن تجاري؟
قصدي عقار تجاري
",Inquiry
كيف نقدر نقدم على وظائف شاغرة عندكم,Inquiry
"السلام عليكم 
طلع لي قرض الإسكان في راس الخيمة وانطلب مني أوقع عقد رهن من قبل مصرف الامارات للتنمية فهل اقدر أوقعه في فرع دبي ولا لازم راس الخيمة
أشكركم على الاستجابة ولكن انا راجعت الفرع في دبي وقالوا ان الورقة تتوقع من الراهن الي هو انا والمرتهن الي هو الإسكان فقط
",Inquiry
"السلام عليكم
شو المطلوب من المواطنيين للتموين
للتمويل
شخصي
",Inquiry
"مرحبا
ماهي الشروط عن اخذ تمويل بناء منزل
مع الشكر
",Inquiry
ممكن ترسل لي التفاصيل ع الايميل,Inquiry
هل يمكن تعديل الاقساط والدفعات الشهريه خلال فترة التمويل يعني ازيد او انقص الاشهر؟,Inquiry
السلام عليكم من أكثر من فتره وانا احاول التواصل معكم وقد ذهبت إلى المصرف في دبي لحل مشكلتنا وبدون جدوى وحاول التواصل على الرقم المجاني ولا احد يرد الرجاء التواصل للاهميه,Inquiry
اريد رقم فون تمويل,Inquiry
هل تعطون قرض للأعزب,Inquiry
"ابغي رقم اتواصل دايركت
لنا اصراحه الفرع الي فبوظبي يحتاج لموظفين
انا اكثر من مره اراجه فبوظبي وفدبي وفالفجيره بس الي فبوظبي لازم اتسولهم زيارة الموضف السري
راح تفيدكم ان شالله
",Inquiry
وش المقصود بالأموال المنقولة !؟,Inquiry
"هل بالامكان تمويل بيت ورثة شعبي عن طريقكم؟
وعليه تنازل",Inquiry
أتمنى التواصل معي عبر الخاص فيما يخص دعم الشماريع الصغيرة والمتوسطة,Inquiry
"حياكم الله وأشكركم على التواصل معي
لدي مشروع تعبئة مياه معدنية وأريد تمويل للمشورع إذا أمكن
قمت بدراسة جدوى للمشروع مع إحدى المراكز المتخصصة في هذا المجال ووفق دراسة الجدوى فالمشروع ناجح بمشيئة الله 100%
والعائق الوحيد لقيام هذا المشروع هو التمويل وأرجو افادتي هل يمكنكم تمويل هذه المشاريع؟
وأشكركم مرة أخرى على الاهتمام والتواصل معي",Inquiry
السلام عليكم عندي مشروع ارجو التواصل للدعم,Inquiry
انا مشتريا بيت وحابه احول سلفيت البيت عندكم,Inquiry
السلام عليكم ورحمه الله وبركاته أنا مواطن أرغب بتمويل فيلا سكنية في دبي بمبلغ 2,Inquiry
يرجى التواصل معي عن طريق أحد مندوبيكم الكرام,Inquiry
ماهو سلم القروض للرواتب الأقل عن 30 ألف شهرياً بمجمل قرض بقيمة 4,Inquiry
عندي استفسا اخواني عن موضوع اوراق المطلوبة حق اللي يبون يقدمون ع قرض الفرقية لبرنامج زايد للاسكان,Inquiry
ما هي الاموال المرهونة والمنقولة,Inquiry
"مرحبا  اذا امكن تتواصلون وجزاكم الله خير
ندى محمد",Inquiry
محد تواصل وياي بخصوص موضوعي,Inquiry
في عندي استفسار ارجو الاتصال لانه اتصل مافي رد,Inquiry
ما هي الاموال المنقولة و المرهونة ؟,Inquiry
هل بالامكان تمويل منزل للمواطن بدون دفعة أولى؟,Inquiry
أرجو منكم التواصل معي,Inquiry
 ماذا تعني الأموال المنقولة,Inquiry
"وين مكانكم أدوركم انا

شكراً لاهتمامكم",Inquiry
الكل سأل وستفسر ياخي جاوب خل نعرف ممكن نستفيد,Inquiry
السلام عليكم ورحمة الله وبركاته عندي استفسار كم ارباحكم اذا اخدت من عندكم قرض بمليون ونص وعلى كم أقصى مدة الدفعات عل 25 سنة او اكثر او اقل,Inquiry
ماهي الاموال المنقوله والمرهونه وكيف اعطيك رقمي تواصل غلي الخاص معي,Inquiry
عندي قرض مليونين ولك تكفي الغرض محتاج في حدود 300 الف هل استطيع,Inquiry
كيف الأموال المنقولة,Inquiry
كم الارباح والمدة الزمنية,Inquiry
"كم قرض تقدرون تعطوني وعلى كم سنة
اترياكم",Inquiry
أتمنى جد من المسؤولين يتواصل معاي بأسرع وقت ممكن,Inquiry
"السلام عليكم كيف أقدر أتواصل معكم
هل في مجال أتواصل مع المسؤول بالبنك
الرجاء التواصل على الر قم 0503050003",Inquiry
"السلام عليكم ورحمة الله وبركاته
هل التمويل اسلامي وهل الاقساط الشهرية بقيمة ثابتة؟",Inquiry
هل يتم تمويل العقار السكني والتجاري والصناعي؟ وما هي الشروط؟,Inquiry
نبي توضيح يعني ننقل القروض مثلا العقارية أو الشخصية وشكراً,Inquiry
السلام عليكم كنت عايز اعرف نظام التمويل وجزاكم الله خير,Inquiry
في يوم السعادة تم اعلان انه سيتم تغيير مبلغ الاقتطاع لبرنامج الشيخ زايد للاسكان لالفين وستمية وتتمدد فترة التسديد لخمسة وعشرين سنة,Inquiry
واليوم وصل مسج بانه سيتم اقتطاع خمسة الاف وخمسمية,Inquiry
محد يرد علينا خطوطكم مشغولة,Inquiry
كم الفايدة عالخاص عادي,Inquiry
يرجى التواصل معي على الرقم 0505544054,Inquiry
لو سمحتو تواصلوا معنا,Inquiry
"السلام عليكم 
بغيت اعرف الحسبه
انا عثمان محمد 
اذا بغيت 2 مليون و300 وعندي قرض من محمد بن راشد للإسكان وكم تخصمون من راتبي الشهري ولمدة كم سنة 
وراتبي 30000
وعندى بطاقة حماة الوطن
",Inquiry
الرجاء التواصل 0506228589,Inquiry
وهل مقدم الطلب لازم يكون من أبناء البلد أو مسموح من الخارج,Inquiry
كم الارباح,Inquiry
عندكم تمويل في الشارقة؟,Inquiry
السلام عليكم كيف عندكم التمويل لمشروع وما هي الاجراءات المطلوب,Inquiry
سلام عليكم ردتو عليه في الخاص وخذتو رقم حتى الآن محد تواصل وياي نرجو منكم التواصل,Inquiry
ممكن حد يتواصل معاي عندي استفسار بالنسبة للقروض,Inquiry
ممكن تواصل معكم على رقم 0503538355,Inquiry
يرحى التواصل ع الخاص؟؟,Inquiry
شو تبون ف القروض,Inquiry
السلام عليكم ممكن تتواصلون معاي 0504611103,Inquiry
كيف الطريق والسبيل لهم,Inquiry
يرجى التوضيح بان التمويل ليست لكل المشاريع بل مشاريع معينه,Inquiry
السلام عليكم عندي مشروع بقيمة 4000000,Inquiry
كيف أتواصل معاكم,Inquiry
بغيت قرض 700000 لإكمال بيت,Inquiry
كم الأرباح والمدة الزمنية للاقصاد,Inquiry
أرقام التواصل,Inquiry
كم تمويل مسكن,Inquiry
" هل فعلا تمويل شراء مسكن جاهز يكون 100% من قيمة العقار؟ يعني بدون دفعة أولى؟
الخبر منشور بتاريخ 20 سبتمبر الماضي فالاتحاد",Inquiry
انا خليجي وعندي مؤسسة ابغي اعرف شو شروطكم للتواصل رقم صاحب مؤسسه 0505113122,Inquiry
السلام عليكم حابة استفسر اكثر عن القروض للمشاريع الصغيرة والمتوسطة اذا ممكن تراسلوني بالتفاصيل على ايميلي em,Inquiry
السلام عليكم ممكن تمويل مسكن مشترك يعني بنشتري بيت وبيكون عن طريقي انا واختي يصير البنك يمول شخصين,Inquiry
ليش ما تردون,Inquiry
بغيت تمويل لبناء أساس بيت,Inquiry
وااايد مشغولين صار لي اسبوعين اتصل محد يرد على !!! معقوله ؟,Inquiry
اسمي خالد الحوسني المبلغ المطلوب 700000 تلفون 0555776622,Inquiry
السلام عليكم بخصوص تمويل المسكن بدبي كم نسبة الفايدة,Inquiry
القروض الشخصية ربا حرام,Inquiry
"هذي طريقة حديثة لموظفين البنك يطلبون منكم الاوراق المطلوبة
للقرض عشان يكتمل التارجد للموظف فقط",Inquiry
وماذا عن المتقاعدين هل يحق لهم الاقتراض؟ نريد أن نستثمر في شراء العقارات,Inquiry
هل تعطون قرض لمواطنة متزوجة من وافد ورفضت موسسات الاسكان طلبها؟؟؟,Inquiry
بالفوائد الربوية ولا بدون؟,Inquiry
هل هناك فوائد على التمويل؟,Inquiry
شو شروطكم,Inquiry
ممكن تواصل معاي على هذا الرقم 0554040141,Inquiry
الصراحة اجراءاتهم ببساطة عادي يقولولك هات ورقة من وزير الزراعة اتوقع عادي تعجيزيه,Inquiry
لو سمحت عطني رقم محدد اتواصل معاه,Inquiry
ممكن نتواصل على الخاص,Inquiry
شروطكم ومتطلباتكم تعجيزية!! يرجى مراعاة تمويل بناء مسكن جديد للمواطنين,Inquiry
شوفوا اذا تسير المصرف عندهم معامله من اروع ما يكون بتتصل فيهم ما ردون عليك لو حتى استفسار,Inquiry
بصراحة على كثر ما يذمونكم المفروض ما تحطو اعلان اول حسنو خدماتكم واذا كانت زينة هذا بحد ذاته اعلان,Inquiry
ما يفرق عن البنوك العادية ياخذون فوايد بس بنسبة اقل اذا البنك بياخذ عنك 3/4 هم مثلا وفي النهاية زيادة فوق المبلغ اللي بتاخذه قرض يعني افتكيتوا من بنك المشرق طحتوا ابهالبنك,Inquiry
السلام عليكم قرض السكن اعزب او لا وشكراً إمارة رأس الخيمة يعني مو متزوج عندي ارض وشكراً,Inquiry
أنا جربت و يطلبون أوراق تعجيزية لين ما طفرت و رحت بنك الامارات الاسلامي,Inquiry
كم نسبة الأرباح؟,Inquiry
والله المستعان دين فوق دين هم بالليل وذل بالنهار والمستفيد البنوك كان على الأقل قرض بدون فوائد للمواطنين لانه الضمانات موجودة ليش الفوائد,Inquiry
هل للشركات فقط؟ ولا للأفراد كمان؟,Inquiry
انا بالسعودية عندكم تمويل بالسعودية عادي وجميع الضمانات موجودة وتحياتي لكم,Inquiry
ارجو التواصل معي وشكرا رقم الهاتف 0504282224,Inquiry
كم الحد الأعلى للمبلغ,Inquiry
5 مليون درهم مع العلم بأن لدي عدة مؤسسات فردية صغيرة ومتوسطة الحجم وايضاً موظفف رقم التواصل 0508686545,Inquiry
عندكم تمويل شراء مسكن جاهز في أبوظبي او العين,Inquiry
عندي قرض من الاسكان هل يمكن اشتري بيت جاهز؟؟,Inquiry
تمويل اسلامية,Inquiry
السلام عليكم مؤسسة تجارية قائمة بالممكلة السعودية من 2007 وأغلقت بسبب قوانين السعودية هل لديكم دعم لاعادة فتحها بالامارات علما قوائم الملية متوفرة للمؤسسة,Inquiry
هاد قرض شامل مواطن بس او مقيمين في الامارات يستفيد وشو شروط لناخذ قرض؟,Inquiry
متى سيتم هذي,Inquiry
هل يوجد لديكم حلول تمويليه بدون رهن العقار,Inquiry
تمولون بناء فيلا في جنوب الشامخة؟,Inquiry
"I need to apply for a job
عندي خبره بنكية حوالي 10 سنين و انا لبنانية و زوجي مواطن
و عندي خبره customer service representative
وانا الحين عاطله عن الدوام و سبب إستقالتي لأن كان فيه إجراءات الجواز الإماراتي و لازم اغيب كل فتره و ما كان عندي حل لأن إجازتي السنويه كنت ماخذتنها
و طبعا الجواز هو مستقبلي و مهم والحين قلت بشتغل لأن قبل نهاية السنة الجواز بتكون معاي بإذن الرحمن
ياريت تساعدوني لأن خبرتي قويه",Inquiry
وعليكم السلام ناصر الطنيجي للاستفسار عن قرض السكن يجوز اعزب او لا,Inquiry
بغيت رقمهم,Inquiry
السلام عليكم انا عند مخطط بيت دور ارضي + طابق اول + طابق تاني راتبي 24000 وبغيت قرض مليونين كيف الاجراءات وكم ارباحكم وكم تخصمون شهرياً لمدة 25 سنة مع العلم انتظر موافقة محمد بن راشد للإسكان بقرض 750 الف درهم,Inquiry
للعلم,Inquiry
أتمنى التواصل معي عبر الخاص فيما يخص دعم الشماريع الصغيرة والمتوسطة التواصل عبر الرسائل الخاصة,Inquiry
السلام عليكم ممكن حد يتواصل معاي,Inquiry
هل لديكم تمويل اسلامي ام تجاري تقليدي,Inquiry
مقترح ممكن يكون لكم بالعراق فرع,Inquiry
"كيف النظام ياخي
انتو مدعومين عن طريق منو
وكيف نثق فيكم؟؟",Inquiry
"يرجى توضيح التواصل مع من بخصوص تمويل المشاريع
نحن شركة وطنية بعمر 4 سنوات هل ممكن تمويل مشترياتنا ومشاريعنا",Inquiry
ابغي امول مزرعة,Inquiry
هل في امكانية شراء مديونية,Inquiry
وين عنوانكم,Inquiry
المشكلة يقولك بيت واحد يمكن الواحد يدام امارة ثانية يبغي بيت فيها ارجو اعادة النظر في ها الموضوع,Inquiry
"السلام عليكم ورحمة الله انا سجلت عن طريق الموقع يطلع لي ايرور فممكن حد يتواصل وياي عشان قروض السكن
0506442287",Inquiry
ما هي الشروط لتمويل المشاريع الصغيرة,Inquiry
السلام عليكم ورحمة الله وبركاته انا تواصلت معاكم قبل بس عندي استفسار انا شهادة الراتب 39700 عندي استقطاع 12300 كم أكثر شي يمولني البنك لبناء مسكن,Inquiry
"مصرف يشيكون في اتحاد للمعلومات الائتمانية
حد لو يقدر يفيدني
لو واحد عنده متأخرات في بنوك
",Inquiry
اللسلام عليكم علي قرض في البنك ويتم استقطاع اكثر من نصف راتبي وسيتم استقطاع قسط برنامج زايد للإسكان مني فما الذي سيتبقى لي من الراتب لكي اصرف على بيتي وعائلتي ارجو مساعدتي في اعفائي من القسط او تقليله ارجو الرد علي,Inquiry
نسبة الفوائد عندهم مب ثابتة,Inquiry
السلام عليكم كنت اريد ان اعرف هل هنالك شركات تمويل مشاريع اختراعات في مجال السيارات او السفن حتى لو الشخص من دولة أخرى,Inquiry
ما هي شروط الحصول على التمويل من طرفكم,Inquiry
يرجى التواصل معي لأني حاولت وطلب الاوراق المطلوبة وقالو انهم راح يرسلون لي على الايميل,Inquiry
"انا ابي اخد قرض بناء 60000 عندي موافقة من اسكان محمد بن راشد 750000 هل انتوا تشيكون في اتحاد للمعلومات لائتمانية
اقدر احصل قرض",Inquiry
أين التواصل يا استاذ,Inquiry
بس للإسكان,Inquiry
كيف نظام عندكم؟,Inquiry
هل عندكم مشاريع معتمدة فبوظبي ولا نحن نختار,Inquiry
عرضهم حلو بس لازم ارض المسكن تكون ملك لك وتتسجل باسمك يعني ما يوافقون على المشاريع كلها,Inquiry
على ما اعتقد بدون رسوم للمعاملة بس اذا حبيت بتأكدلك وبرد عليك,Inquiry
بدون رسوم إضافية والفائدة ما بين 2,Inquiry
عندي سؤال ياريت تجاوبوني وانه جاد حاليا ببدا ابني عن طريق برنامج الشيخ زياد للاسكان ومره سالت عن الفايده وخبروني ان نسبة الفايده مثلا خمس الاف فايدته خمس الاف يعني المجموع عشرة لحد الان نفس النظام ولا غيرتو؟,Inquiry
عندي سؤال هل معقولة اقدم المعاملة اونلاين ببلاش بدون شرج 2500 درهم وإذا قدمت الأوراق فمركز عندكم علي شرج 2500؟؟؟ ليش شو سبب فمبلغ 2500؟؟ ماشي موظفين,Inquiry
شو شرج بعد قول عموله وفك عمرك,Inquiry
نبغى نستفسر عند منو,Inquiry
ابغي اشتري ارض زراعية تمولون وهل نظامكم اسلامي,Inquiry
هل استطيع الحصول على قرض انا من السعودية,Inquiry
عندكم وظايف لحاملين الثانويه؟,Inquiry
هل تمولون بناء التجارية؟,Inquiry
"السلام عليكم ورحمة الله

يقيت أتواصل مع احد من المصرف بخصوص قرض شخصي لبناء ارضي او شراء مسكن
راشد التميمي
مركز الشيخ محمد بن راشد ال مكتوم للتواصل الحضاري",Inquiry
بفوائد ولا بدون فوائد يعني قرض حسن ولا قرض ربوي؟,Inquiry
"حددوا في تغريدة (أمثلة)
مثلا: ثلاثة مليوم فوقهن فايدة مليون
الكل يبا يعرف كيف نظامكم وارباحكم",Inquiry
الرجاء التواصل معاي على الرقم 0501357066 لأني اريد اشتري بيت,Inquiry
عندي استفسار هل لازم امول على 25 سنة ولا عادي على 10 سنوات,Inquiry
كم تعطوني اذا البيت ب ثلاث ملايين,Inquiry
عندكم تمويل عقارات تجاريه؟,Inquiry
والمؤسسات السعودية ما تعطونهم تمويل لو طلبو؟,Inquiry
أنا خذيت من عندكم مليون وسبعميه عاساس اكمل المنزل لمدة 10 سنوات كم بيكون القسط الشهري المالي؟ وهل المبلغ كله بينزل في حسابي وهل هو اسلامي,Inquiry
عندي استفسار مشان القرض,Inquiry
كيفا نتواصل معاكم؟,Inquiry
كيف التواصل,Inquiry
هل القروض اسلاميه ام ربويه؟,Inquiry
كيف حساب الفائدة لمبلغ مليون درهم على 25 سنة؟,Inquiry
كيف نظامكم؟,Inquiry
لو الواحد باني وخلص يستوي ينقل السلفه عليهم ويقلل الاقساط الشهريه,Inquiry
في انتظار التمويل الاسلامي,Inquiry
سلام عليكم ممكن تواصل معاي,Inquiry
نتصل ما تردون,Inquiry
كيف اسجل في SME  0501304765,Inquiry
كيف اسجل في ADHA  0502305937,Inquiry
ADHA كيف اسجل في 0502305937,Inquiry
كيف اسجل في SME 0507891478,Inquiry
لو سمحت ارسل لي نموذج من LG 0501307485,Inquiry
كيف اسجل في SME,Inquiry
كيف اسجل في MBRHE,Inquiry
كيف اسجل في ADHA,Inquiry
كيف اسجل في Sharjah DH,Inquiry
EDB مرحبا انا ليما.....كيف احصل على قرض من,Inquiry
كيف اسجل في MBRHE  971504866011,Inquiry
اين تقع هيئة الإسكان في الشارقة  0502305937,Inquiry
كيف اسجل في Sharjah DH  971504866011,Inquiry
كيف اسجل في ADHA  971504866011,Inquiry
كيف اسجل في SME 0502305937,Inquiry
كيف اسجل في SZHP  971504866011,Inquiry
LG  الرجائ ارسال نسخة من 0502305937,Inquiry
أتمنى مراعاه اوقات الاعاد والمناسبات وتأجيل الاقساط تلقائيا,Complaint
خدمة العملاء سيئة عندكم للاسف وخاصة عند الاتصال بكم,Complaint
في عندكم تأجيل قسط مثلا في السنه مره,Complaint
عفواً توظيف اون لاين لا يعمل,Complaint
في عندكم تأجيل قسط مثلا في السنه مره,Complaint
من يومين نتصل وماشي رد,Complaint
من متى مقدم ومحد رد عليه يرجى مراجعة الخدمات المقدمة للمواطنين او ايقافها,Complaint
للأسف والله ساعات على كول سنتر ولا يردون علينا,Complaint
للأسف والله ساعات على كول سنتر ولا يردون علينا,Complaint
محد يرد عالرقم المجاني,Complaint
محد يرد عالرقم المجاني,Complaint
احاول الاتصال بكم لأكثر من ثلاثة أيام ولكن لا يوجد والرد الوحيد بأن الموظفين مشغولين بالرد على مكالمات أخرى؛ هل هناك اجازه في رمضان أم لاتقدمون خدمات,Complaint
